	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TMSB4X	1.19443089637601e-223	0.682859453523939	1	1	3.25721305441737e-219	motor	TMSB4X
PFN2	3.50657459595536e-216	0.878489736032236	0.976	0.733	9.56242892317027e-212	motor	PFN2
HNRNPA1	5.62057130750247e-210	0.499885992046108	0.999	0.988	1.53272979555592e-205	motor	HNRNPA1
NKX2-1	1.04796641861693e-203	1.20627183721367	0.525	0.002	2.85780442356836e-199	motor	NKX2-1
DLX2	1.95776935893737e-186	1.03124446750048	0.812	0.276	5.3388370418222e-182	motor	DLX2
ACTG1	2.64623338483119e-173	0.501627918646779	1	0.975	7.21627844043466e-169	motor	ACTG1
DLX1	5.3440531516425e-151	0.902668480137552	0.732	0.243	1.45732329445291e-146	motor	DLX1
TMEM123	1.81691709076159e-146	0.839014415535281	0.835	0.516	4.95473290650685e-142	motor	TMEM123
ACTB	4.08717692231397e-140	0.416216627263112	1	0.999	1.11457314671502e-135	motor	ACTB
RPL23A	9.92825769967014e-116	0.322026777244638	0.998	0.994	2.70743587470005e-111	motor	RPL23A
GAD2	1.81101862454225e-114	0.715644835928675	0.672	0.232	4.93864778912672e-110	motor	GAD2
HNRNPDL	1.96224884064178e-105	0.403044638712233	0.984	0.932	5.35105258843013e-101	motor	HNRNPDL
OLA1	9.72230663671933e-104	0.698561579109964	0.751	0.47	2.65127301983336e-99	motor	OLA1
HNRNPA0	1.12241613681735e-103	0.436464321013365	0.976	0.877	3.06082880510091e-99	motor	HNRNPA0
DLX5	4.23837758991364e-100	0.744715358085916	0.618	0.227	1.15580556876945e-95	motor	DLX5
YBX1	2.43195274621616e-97	0.268597783676142	0.999	0.998	6.63193513893146e-93	motor	YBX1
LMO1	2.23665385178795e-96	0.777782802666995	0.344	0.038	6.09935505382573e-92	motor	LMO1
MBIP	7.07316315652056e-95	0.761893559980876	0.53	0.195	1.92885159278316e-90	motor	MBIP
COL1A2	1.98126603601203e-90	0.874411252209738	0.461	0.13	5.40291248020481e-86	motor	COL1A2
RPS7	6.28634468843878e-89	0.274405441527287	0.998	0.989	1.71428619653725e-84	motor	RPS7
BTF3	3.33435852033291e-84	0.354770903001197	0.984	0.936	9.09279568494785e-80	motor	BTF3
SFTA3	1.00332280510297e-83	0.587174673532518	0.258	0	2.7360612895158e-79	motor	SFTA3
SHTN1	1.63284757544833e-81	0.641928519065245	0.629	0.321	4.4527753382476e-77	motor	SHTN1
HSPA2	9.28799355587113e-77	0.600856704950335	0.541	0.246	2.53283584268606e-72	motor	HSPA2
RIC3	2.00737043018469e-71	0.662139226599385	0.298	0.04	5.47409916311365e-67	motor	RIC3
TUBA1B	5.39154025080854e-69	0.280243579517133	0.999	0.997	1.47027302639549e-64	motor	TUBA1B
SOX4	3.49171649053399e-68	0.690010960736499	0.963	0.89	9.52191086968618e-64	motor	SOX4
