	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MT-ND3	2.05807543570315e-208	0.704310006525198	0.978	0.836	5.74264788824249e-204	motor	MT-ND3
MALAT1	6.9052941659402e-158	0.39704651527587	0.999	1	1.92678423112229e-153	motor	MALAT1
PTPRZ1	1.22704059350714e-113	1.10950489859801	0.694	0.441	3.42381136806297e-109	motor	PTPRZ1
RPS29	1.8262795609135e-86	0.362337553804032	0.988	0.904	5.09586785881694e-82	motor	RPS29
KTN1	4.75376721125017e-66	0.62593507576751	0.57	0.343	1.32644366495513e-61	motor	KTN1
MT-ND4L	3.25846720979326e-65	0.509201321459904	0.695	0.487	9.09210105548613e-61	motor	MT-ND4L
HSP90B1	4.03990643665056e-65	0.619047462187037	0.584	0.372	1.12725509301861e-60	motor	HSP90B1
HES1	4.67101451567535e-63	0.895531449520358	0.391	0.163	1.30335318030889e-58	motor	HES1
HIST1H4C	4.27000036225565e-62	0.803842317922529	0.608	0.383	1.19145820108019e-57	motor	HIST1H4C
NFIA	6.50049620901158e-59	0.533819737621029	0.604	0.384	1.8138334572005e-54	motor	NFIA
SOX2	1.55330086850612e-57	0.696729721121048	0.508	0.294	4.33417541339263e-53	motor	SOX2
MEIS2	2.61749708569099e-54	0.456092217980588	0.717	0.524	7.30360211820356e-50	motor	MEIS2
HSP90AA1	1.00816076850243e-52	0.304514987424879	0.971	0.951	2.81307099235233e-48	motor	HSP90AA1
SLC1A3	4.99292728755611e-52	0.701236284211462	0.37	0.181	1.39317650104678e-47	motor	SLC1A3
ID4	2.6972731682947e-51	0.883726134132657	0.362	0.184	7.52620132149271e-47	motor	ID4
VIM	6.00426434268791e-49	1.05411731947076	0.465	0.299	1.67536987954021e-44	motor	VIM
ITGB8	7.57357867583221e-48	0.63396753582721	0.264	0.095	2.11325565791746e-43	motor	ITGB8
BCAN	7.70987331901503e-47	0.680359581731919	0.424	0.225	2.15128595220476e-42	motor	BCAN
ZFP36L1	1.03760643083603e-46	0.780426580759934	0.358	0.166	2.89523322396179e-42	motor	ZFP36L1
NES	1.49548347556496e-41	0.513112747515196	0.255	0.107	4.17284754186892e-37	motor	NES
HSPA1A	2.11171538132445e-40	0.470328392281232	0.712	0.583	5.89231942850961e-36	motor	HSPA1A
HNRNPA2B1	2.27573226021988e-40	0.279455282956367	0.873	0.807	6.34997572569153e-36	motor	HNRNPA2B1
PON2	4.37132708711833e-39	0.556436619383801	0.341	0.171	1.21973139711863e-34	motor	PON2
HNRNPU	4.93255106693788e-39	0.377841414259771	0.672	0.538	1.37632972420768e-34	motor	HNRNPU
RPL37	1.73818662491297e-37	0.295262414563487	0.949	0.842	4.85006213949467e-33	motor	RPL37
CCND2	3.44955342569278e-36	0.539156426859448	0.46	0.285	9.62528892371057e-32	motor	CCND2
