	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TMSB4X	8.07959657849708e-260	0.557585070916319	1	1	2.20330598695615e-255	motor	TMSB4X
ACTG1	1.30887587446765e-256	0.555181145850104	0.999	0.988	3.56930450967329e-252	motor	ACTG1
HNRNPA1	1.53351790273826e-234	0.570286527307698	0.997	0.972	4.18190332076725e-230	motor	HNRNPA1
NKX2-1	3.1840009245298e-223	1.41585254744842	0.433	0.014	8.68277052119276e-219	motor	NKX2-1
PFN2	1.99341903695749e-219	0.739244413278777	0.947	0.806	5.43605371378309e-215	motor	PFN2
SOX4	3.27597735709827e-190	0.524304305940014	0.999	0.986	8.93359025280698e-186	motor	SOX4
ACTB	4.31522671989108e-177	0.398413118516006	0.999	0.999	1.1767623265143e-172	motor	ACTB
TMEM123	9.60957852623416e-152	0.81251746396531	0.79	0.497	2.62053206410406e-147	motor	TMEM123
RPL10	1.33255199227971e-115	0.259917268165922	1	1	3.63386928294678e-111	motor	RPL10
MYL6	3.58022253157433e-106	0.525161822805637	0.91	0.802	9.7632668436032e-102	motor	MYL6
ANGPT2	1.60629322944545e-104	1.15952026880766	0.286	0.046	4.38036163669773e-100	motor	ANGPT2
SACS	2.32910234440969e-98	0.810524046128434	0.485	0.201	6.35146209320523e-94	motor	SACS
PLS3	5.58892218245793e-97	0.570015586293084	0.752	0.548	1.52409907915628e-92	motor	PLS3
SLC25A6	6.71850964384498e-97	0.412876330620557	0.95	0.881	1.83213757987653e-92	motor	SLC25A6
DLX2	3.67501269400542e-96	0.620370558821928	0.829	0.604	1.00217596165528e-91	motor	DLX2
HNRNPDL	7.43246438072559e-74	0.39391029237362	0.918	0.831	2.02683303662387e-69	motor	HNRNPDL
TUBB	3.38948520593101e-73	0.251904996514291	0.999	0.993	9.24312615657386e-69	motor	TUBB
RPS7	3.99355216856906e-71	0.287356686718888	0.981	0.962	1.08904167636878e-66	motor	RPS7
H1F0	3.83802132097877e-69	0.687640414600156	0.623	0.41	1.04662841423091e-64	motor	H1F0
