	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PDGFRA	2.47406565955587e-45	0.964241874538626	0.361	0.011	6.89052026842906e-41	motor	PDGFRA
S100B	1.82924408785029e-28	0.860009011923261	0.417	0.033	5.09462770907185e-24	motor	S100B
GRIA4	2.88790260436163e-15	0.578219420141677	0.278	0.03	8.04309754340757e-11	motor	GRIA4
DUSP6	4.58858172850388e-15	0.554232010357772	0.333	0.044	1.27796589720562e-10	motor	DUSP6
CCDC80	2.49443390417684e-14	0.661125505108082	0.278	0.031	6.94724786652292e-10	motor	CCDC80
BCAN	7.99641998044877e-13	1.05732443080766	0.667	0.213	2.22708292875479e-08	motor	BCAN
PTPRZ1	8.93436812710879e-13	1.10726860368368	0.972	0.844	2.48831086708107e-08	motor	PTPRZ1
RPL13	1.79853621771228e-11	0.74763859295333	1	0.722	5.00910321995048e-07	motor	RPL13
MIF	4.70114192146404e-11	0.848661999292331	0.75	0.325	1.30931503654695e-06	motor	MIF
TSPO	5.08621838031048e-11	0.944592560899539	0.583	0.203	1.41656268110027e-06	motor	TSPO
CD9	9.49247592610267e-11	0.785275778723273	0.444	0.112	2.64374947017885e-06	motor	CD9
TIMP1	4.32341646367781e-10	0.832351368720535	0.583	0.215	1.20411471929891e-05	motor	TIMP1
S100A13	5.93502354388195e-10	0.737448528851645	0.417	0.104	1.65296340720656e-05	motor	S100A13
PIN1	7.56451896038965e-10	0.789550070428467	0.806	0.421	2.10679417565812e-05	motor	PIN1
DBI	7.91141071363562e-10	1.04180619222256	0.917	0.803	2.20340699785466e-05	motor	DBI
TUBB2A	1.70197231119679e-09	0.772290611613941	0.917	0.557	4.74016308391418e-05	motor	TUBB2A
RPL8	1.70261506119161e-09	0.533888599527884	1	0.986	4.74195320692474e-05	motor	RPL8
GPX4	3.02051099904653e-09	0.846412638465072	0.861	0.668	8.41242518344449e-05	motor	GPX4
