	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ARHGAP33	2.1386181171996e-08	1.08729791874701	0.438	0.029	0.000578710062514212	motor	ARHGAP33
XXbac-BPG252P9.9	1.0127695868246e-07	1.22228935798556	0.5	0.057	0.00274055450194738	motor	XXbac-BPG252P9.9
FAM78A	1.1413452778725e-07	0.994635645685629	0.375	0.019	0.00308848032192298	motor	FAM78A
MAX	2.3057242912508e-06	0.907527152396535	0.562	0.095	0.0623928993212466	motor	MAX
HADH	2.35231737769719e-06	1.10960683507944	0.625	0.143	0.063653708240486	motor	HADH
SH3RF1	8.72129071171641e-06	0.828122753184124	0.375	0.038	0.235998126659046	motor	SH3RF1
AC069363.1	1.07863821797084e-05	0.935028762429834	0.5	0.086	0.291879501782909	motor	AC069363.1
C1QA	1.36845474028391e-05	0.63591863236954	0.938	0.629	0.370303852720825	motor	C1QA
GUSB	1.37498761994419e-05	0.947724752106434	0.562	0.114	0.372071649956897	motor	GUSB
RP11-386G11.10	1.88366107797231e-05	0.857367744747857	0.562	0.114	0.509718687699308	motor	RP11-386G11.10
ZCCHC7	1.93451281131405e-05	1.01641400848069	0.312	0.029	0.523479166741583	motor	ZCCHC7
AC004951.6	2.09466241448005e-05	0.867243673542754	0.312	0.029	0.566815649358302	motor	AC004951.6
MED25	2.65432477064033e-05	0.680097707753637	0.312	0.029	0.718260282935274	motor	MED25
VAV1	3.10352578235042e-05	0.72086771159095	0.375	0.048	0.839814076704024	motor	VAV1
TOM1	4.1750301808702e-05	0.851890477690084	0.5	0.095	1	motor	TOM1
BST2	6.48332357769157e-05	0.911236154610882	0.562	0.143	1	motor	BST2
MGST2	7.21637473901578e-05	0.851585700619163	0.75	0.257	1	motor	MGST2
PIEZO1	8.43613748365922e-05	0.824207138290351	0.375	0.057	1	motor	PIEZO1
LATS1	9.53404826468021e-05	0.653777699241145	0.375	0.057	1	motor	LATS1
ADGRE5	0.00011733520737405	0.741050202872027	0.312	0.038	1	motor	ADGRE5
MFSD14A	0.000121469051717752	0.694810062999807	0.375	0.057	1	motor	MFSD14A
SCFD1	0.000159491849069048	0.742168881923647	0.438	0.086	1	motor	SCFD1
EBP	0.000166464898691766	0.932423810977181	0.375	0.067	1	motor	EBP
RABGAP1	0.000173601534516169	0.718026682149216	0.375	0.057	1	motor	RABGAP1
MPDZ	0.000197321123314129	0.706362743246099	0.375	0.067	1	motor	MPDZ
TXNIP	0.000208637425188197	0.872062973242664	0.5	0.114	1	motor	TXNIP
OAS1	0.000208748645387681	0.852160524324149	0.375	0.067	1	motor	OAS1
MFSD1	0.00021675515535692	0.827180594628008	0.688	0.229	1	motor	MFSD1
HLA-C	0.000273164494745802	0.695003741175897	0.875	0.533	1	motor	HLA-C
RHOT2	0.000302187397799218	0.725800950059913	0.312	0.048	1	motor	RHOT2
ELF1	0.000308089003121265	0.704233098780085	0.875	0.4	1	motor	ELF1
PLEKHM1	0.000325255214798501	0.663103625848572	0.375	0.067	1	motor	PLEKHM1
C1QC	0.000413170145919575	0.420568496450674	0.938	0.771	1	motor	C1QC
FCGRT	0.000430748411635477	0.493809629926045	0.938	0.667	1	motor	FCGRT
SPTLC1	0.000554024591130434	0.670701800153522	0.312	0.048	1	motor	SPTLC1
MT-ATP8	0.000564483313796503	0.768623858577133	0.688	0.267	1	motor	MT-ATP8
HEXA	0.000573757736222541	0.693839524659848	0.75	0.276	1	motor	HEXA
ERP44	0.000620579158618303	0.830665196041895	0.562	0.181	1	motor	ERP44
LGMN	0.000680865119325459	0.581429345622752	0.812	0.533	1	motor	LGMN
PSENEN	0.000703211665502537	0.843894635615028	0.375	0.086	1	motor	PSENEN
HLA-E	0.000764995416029224	0.568920734287943	0.938	0.533	1	motor	HLA-E
FBXO11	0.000810777215643875	0.688778946560152	0.562	0.171	1	motor	FBXO11
MYL12B	0.000827682071956062	0.614434910690839	0.875	0.429	1	motor	MYL12B
LRCH4	0.000835746822964772	0.696368908428402	0.375	0.076	1	motor	LRCH4
P2RY12	0.000843801353712953	0.741298102701057	0.75	0.4	1	motor	P2RY12
GLIPR1	0.000886440853759495	0.705850104032658	0.688	0.276	1	motor	GLIPR1
NLRP3	0.00091913957285038	0.817917163994714	0.312	0.057	1	motor	NLRP3
SF3A1	0.00091913957285038	0.7302186396888	0.312	0.057	1	motor	SF3A1
MOB1A	0.0010271149972259	0.687693726432172	0.688	0.295	1	motor	MOB1A
CREM	0.00103730461575245	0.779164411203722	0.5	0.152	1	motor	CREM
DRG1	0.00113551903294582	0.592727643177321	0.562	0.171	1	motor	DRG1
MS4A7	0.00115148812211667	0.791074269013508	0.688	0.371	1	motor	MS4A7
CSF2RA	0.0011847964569793	0.576699412808579	0.875	0.505	1	motor	CSF2RA
MRPL19	0.00120599690461047	0.60806550021162	0.312	0.057	1	motor	MRPL19
