	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TUBB2A	3.35730021797175e-179	0.456114147182021	0.86	0.68	9.08485438983156e-175	motor	TUBB2A
XXbac-BPG252P9.9	1.84677140339797e-151	0.902024906567834	0.442	0.082	4.99736341759492e-147	motor	XXbac-BPG252P9.9
CSRP2	9.5168101573716e-122	0.310032379471652	0.971	0.86	2.57524882858475e-117	motor	CSRP2
RP11-386G11.10	7.48678041771177e-94	0.646946866341746	0.486	0.203	2.02592278103281e-89	motor	RP11-386G11.10
LMO3	5.79830602628009e-80	0.502327166462702	0.713	0.382	1.56902161071139e-75	motor	LMO3
NFIA	3.03049755852089e-73	0.460484909935942	0.747	0.45	8.20052639335752e-69	motor	NFIA
ATP5O	5.79719587991292e-65	0.458632805781516	0.593	0.354	1.56872120510444e-60	motor	ATP5O
ZEB2	3.27103575818672e-59	0.342359477642803	0.82	0.622	8.85142276165325e-55	motor	ZEB2
SSTR2	1.42306888309214e-57	0.548146953480826	0.365	0.134	3.85082439764733e-53	motor	SSTR2
ENC1	2.88500099895174e-57	0.279369090498053	0.914	0.741	7.80681270316341e-53	motor	ENC1
NDP	2.92163219358029e-55	0.500993795024643	0.261	0.079	7.90593671582825e-51	motor	NDP
LIMCH1	7.37392724011967e-49	0.280480545382447	0.828	0.69	1.99538471117638e-44	motor	LIMCH1
GPX4	1.05836616238397e-47	0.333767065481919	0.751	0.532	2.86393883541101e-43	motor	GPX4
PCDH17	1.05552324570614e-46	0.52048111399663	0.33	0.122	2.8562459028808e-42	motor	PCDH17
BAD	4.61568738672601e-46	0.401881772415848	0.407	0.21	1.24900500684806e-41	motor	BAD
MVD	3.73951702524194e-45	0.403718201111659	0.425	0.224	1.01191330703047e-40	motor	MVD
VCAN	1.93977857091884e-44	0.361894545088022	0.616	0.388	5.24904081290638e-40	motor	VCAN
RAB11B	2.20101637142907e-43	0.325305773968608	0.638	0.424	5.95595030108707e-39	motor	RAB11B
LDB2	4.66804482288052e-43	0.415808727037098	0.56	0.332	1.26317292907147e-38	motor	LDB2
FADS2	4.38697855980795e-42	0.436392175848178	0.399	0.191	1.18711639828403e-37	motor	FADS2
